State,Year,Quarter,District_name,Transaction_count,Transaction_amount
Assam,2019,4,Sivasagar District,112099,192010348.16393307
Assam,2019,4,Dibrugarh District,255885,470389915.7975105
Assam,2019,4,South Salmara Mancachar District,39935,91996007.23237559
Assam,2019,4,Nagaon District,287586,546184547.4478517
Assam,2019,4,Dhubri District,134357,284612415.48264515
Assam,2019,4,Golaghat District,138710,238009780.18189836
Assam,2019,4,Udalguri District,77332,154704605.56495023
Assam,2019,4,Majuli District,20488,26928995.953304544
Assam,2019,4,Sonitpur District,298139,613461613.2726698
Assam,2019,4,Hojai District,95246,175607661.95152915
Assam,2019,4,Marigaon District,132919,263927905.91411433
Assam,2019,4,Chirang District,51791,101022374.81498426
Assam,2019,4,Cachar District,273506,482197783.1553297
Assam,2019,4,Nalbari District,95723,156653435.63897616
Assam,2019,4,West Karbi Anglong District,17914,25460539.282486644
Assam,2019,4,Dhemaji District,103033,197496702.44348955
Assam,2019,4,Karimganj District,108697,194919405.22699457
Assam,2019,4,Bongaigaon District,119397,235963764.71799022
Assam,2019,4,Dima Hasao District,45414,93463244.8365884
Assam,2019,4,Baksa District,106632,221221950.65788725
Assam,2019,4,Charaideo District,70323,125582119.32897243
Assam,2019,4,Darrang District,98623,201143725.75237712
Assam,2019,4,Kamrup Metropolitan District,2510384,7206165641.817837
Assam,2019,4,Hailakandi District,67877,117286060.91560167
Assam,2019,4,Barpeta District,295624,613479659.5323288
Assam,2019,4,Goalpara District,139662,282003507.8056698
Assam,2019,4,Biswanath District,88764,151710760.8210323
Assam,2019,4,Jorhat District,185402,307700398.0221567
Assam,2020,1,Tinsukia District,286640,541758826.9845176
Assam,2020,1,Lakhimpur District,170709,275431087.19729304
Assam,2020,1,Kamrup District,322830,605538834.8588183
Assam,2020,1,Kokrajhar District,114668,248408355.21989542
Assam,2020,1,Karbi Anglong District,113535,217131796.10672602
Assam,2020,1,Sivasagar District,145386,255427708.50909787
Assam,2020,1,Dibrugarh District,317878,585327059.678019
Assam,2020,1,South Salmara Mancachar District,53050,131605619.18781178
Assam,2020,1,Nagaon District,360749,736229612.8989756
Assam,2020,1,Dhubri District,171651,396380458.8856824
Assam,2020,1,Golaghat District,179380,301335497.7930421
Assam,2020,1,Udalguri District,102667,191387716.4480479
Assam,2020,1,Majuli District,25164,35131725.05132236
Assam,2020,1,Sonitpur District,383179,755509094.6113625
Assam,2020,1,Hojai District,116561,234366183.7308593
Assam,2020,1,Marigaon District,178906,365789442.36522716
Assam,2020,1,Chirang District,69572,129457976.34682235
Assam,2020,1,Cachar District,375774,659702346.1886156
Assam,2020,1,Nalbari District,123597,204236898.97519046
Assam,2020,1,West Karbi Anglong District,24370,34424503.58908371
Assam,2020,1,Dhemaji District,132751,261048437.21831787
Assam,2020,1,Karimganj District,149784,300337283.14218104
Assam,2020,1,Bongaigaon District,154338,308181647.0424576
Assam,2020,1,Dima Hasao District,57312,113253608.62830341
Assam,2020,1,Baksa District,139164,286488075.0946201
Assam,2020,1,Charaideo District,88911,166505285.42115477
Assam,2020,1,Darrang District,130156,282448987.90926135
Assam,2020,1,Kamrup Metropolitan District,3338601,10080547554.265474
Assam,2020,1,Hailakandi District,94255,178759552.2400369
Assam,2020,1,Barpeta District,367963,833078665.8149495
Assam,2020,1,Goalpara District,178776,399940069.48684144
Assam,2020,1,Biswanath District,108475,182185726.09962332
Assam,2020,1,Jorhat District,232108,371072710.73973197
Assam,2020,2,Tinsukia District,420620,618021383.1902584
Assam,2020,2,Lakhimpur District,272571,350989858.66494405
Assam,2020,2,Kamrup District,461735,696378364.1282135
Assam,2020,2,Kokrajhar District,172597,308298837.3237574
Assam,2020,2,Karbi Anglong District,183647,292585692.4231733
Assam,2020,2,Sivasagar District,220014,286719380.2356086
Assam,2020,2,Dibrugarh District,447580,678491572.8304845
Assam,2020,2,South Salmara Mancachar District,83003,196672059.63422558
Assam,2020,2,Nagaon District,521404,889592664.4056509
Assam,2020,2,Dhubri District,279128,458359612.4548876
Assam,2020,2,Golaghat District,290221,381486790.01234204
Assam,2020,2,Udalguri District,166432,268857082.80588436
Assam,2020,2,Majuli District,40396,51674787.72689781
Assam,2020,2,Sonitpur District,510820,899403354.2732959
Assam,2020,2,Hojai District,172987,285298432.07494795
Assam,2020,2,Marigaon District,240281,429689787.586447
Assam,2020,2,Chirang District,112936,166769974.12251493
Assam,2020,2,Cachar District,448258,671325302.7518412
Assam,2020,2,Nalbari District,198498,254116361.12580383
Assam,2020,2,West Karbi Anglong District,42806,49256668.874245055
Assam,2020,2,Dhemaji District,205941,328331122.2696053
Assam,2020,2,Karimganj District,219675,348307355.5519594
Assam,2020,2,Bongaigaon District,215359,339332330.9810649
Assam,2020,2,Dima Hasao District,90255,143371839.6172748
Assam,2020,2,Baksa District,220877,363494158.45049345
Assam,2020,2,Charaideo District,132136,187405994.2347428
Assam,2020,2,Darrang District,191116,334935860.5953754
Assam,2020,2,Kamrup Metropolitan District,2543890,7190215278.036328
Assam,2020,2,Hailakandi District,145539,214091717.66001353
Assam,2020,2,Barpeta District,519590,967512954.9444927
Assam,2020,2,Goalpara District,261762,485118707.4615322
Assam,2020,2,Biswanath District,166278,223505041.45463598
Assam,2020,2,Jorhat District,306847,406689798.01641923
Assam,2020,3,Tinsukia District,442335,839411510.8503457
Assam,2020,3,Lakhimpur District,258450,431917438.40076566
Assam,2020,3,Kamrup District,445726,878646586.9277797
Assam,2020,3,Kokrajhar District,169456,354873433.7407801
Assam,2020,3,Karbi Anglong District,186352,377558923.84267277
Assam,2020,3,Sivasagar District,213330,375381648.79175025
Assam,2020,3,Dibrugarh District,526945,1106487215.771987
Assam,2020,3,South Salmara Mancachar District,76074,203318061.94884482
Assam,2020,3,Nagaon District,535675,1153926434.0592713
Assam,2020,3,Dhubri District,265528,574593610.2092601
Assam,2020,3,Golaghat District,278714,484885427.85811895
Assam,2020,3,Udalguri District,154549,312073789.4753115
Assam,2020,3,Majuli District,39125,56123804.82257187
Assam,2020,3,Sonitpur District,540972,1164586118.8388221
Assam,2020,3,Hojai District,175557,355628836.03412914
Assam,2020,3,Marigaon District,230540,512119251.2560668
Assam,2020,3,Chirang District,102868,192241344.00140762
Assam,2020,3,Cachar District,487493,920279966.2377985
Assam,2020,3,Nalbari District,175078,305820367.27784514
Assam,2020,3,West Karbi Anglong District,40408,63195580.4849911
Assam,2020,3,Dhemaji District,206214,411442432.54643184
Assam,2020,3,Karimganj District,249302,504923538.1515511
Assam,2020,3,Bongaigaon District,227984,476147034.02800435
Assam,2020,3,Dima Hasao District,93676,180472116.28952006
Assam,2020,3,Baksa District,208297,442621506.6427143
Assam,2020,3,Charaideo District,130863,244390041.98398152
Assam,2020,3,Darrang District,188334,455692195.8874371
Assam,2020,3,Kamrup Metropolitan District,4268591,13346088870.114107
Assam,2020,3,Hailakandi District,161126,294342674.92533815
Assam,2020,3,Barpeta District,553783,1306355860.1566281
Assam,2020,3,Goalpara District,277508,630486618.2775412
Assam,2020,3,Biswanath District,171570,332570734.95310086
Assam,2020,3,Jorhat District,315288,542788284.757088
Assam,2020,4,Tinsukia District,543941,1209737013.9697673
Assam,2020,4,Lakhimpur District,304251,620709324.0849249
Assam,2020,4,Kamrup District,557203,1271039293.2521
Assam,2020,4,Kokrajhar District,209653,522575460.2813618
Assam,2020,4,Karbi Anglong District,229991,548523247.5679932
Assam,2020,4,Sivasagar District,259736,561002521.458745
Assam,2020,4,Dibrugarh District,631601,1479167066.8054302
Assam,2020,4,South Salmara Mancachar District,111015,338306352.61497504
Assam,2020,4,Nagaon District,667880,1665021995.8192074
Assam,2020,4,Dhubri District,337623,874322425.3902972
Assam,2020,4,Golaghat District,337771,687756877.7912595
Assam,2020,4,Udalguri District,181878,415302655.27819014
Assam,2020,4,Majuli District,43480,69435583.78914571
Assam,2020,4,Sonitpur District,676306,1560923095.7659307
Assam,2020,4,Hojai District,224628,528926408.78015757
Assam,2020,4,Marigaon District,277304,736327079.8480828
Assam,2020,4,Chirang District,121011,281687589.58493227
Assam,2020,4,Cachar District,623731,1434767202.3488228
Assam,2020,4,Nalbari District,210966,464782209.23467815
Assam,2020,4,West Karbi Anglong District,44259,80617646.24078932
Assam,2020,4,Dhemaji District,250452,567469583.0598263
Assam,2020,4,Karimganj District,309172,754661918.8881419
Assam,2020,4,Bongaigaon District,301859,724047412.765212
Assam,2020,4,Dima Hasao District,110429,262165738.17960855
Assam,2020,4,Baksa District,253333,644108232.3336508
Assam,2020,4,Charaideo District,152117,356182476.76104593
Assam,2020,4,Darrang District,239602,682167456.1529416
Assam,2020,4,Kamrup Metropolitan District,5300547,16105922899.456022
Assam,2020,4,Hailakandi District,189140,419018012.3664531
Assam,2020,4,Barpeta District,724763,2053361856.4779525
Assam,2020,4,Goalpara District,381733,1018165139.8396726
Assam,2020,4,Biswanath District,215627,472733035.60243803
Assam,2020,4,Jorhat District,400452,815676507.4744498
Assam,2021,1,Tinsukia District,480161,1160430411.7091098
Assam,2021,1,Lakhimpur District,278213,669614741.670135
Assam,2021,1,Kamrup District,557802,1450662971.6951797
Assam,2021,1,Kokrajhar District,228889,627990382.7904459
Assam,2021,1,Karbi Anglong District,217934,608528765.1323997
Assam,2021,1,Sivasagar District,242611,602350918.9850893
Assam,2021,1,Dibrugarh District,680608,1710571109.9822497
Assam,2021,1,South Salmara Mancachar District,134708,477352228.40615606
Assam,2021,1,Nagaon District,675634,2019926209.3789358
Assam,2021,1,Dhubri District,362613,1035861131.4318309
Assam,2021,1,Golaghat District,311238,749087184.8333428
Assam,2021,1,Udalguri District,173233,451305008.43282115
Assam,2021,1,Majuli District,34915,74357604.61004795
Assam,2021,1,Sonitpur District,669242,1689369790.428941
Assam,2021,1,Hojai District,220269,591418708.8113766
Assam,2021,1,Marigaon District,298011,918760114.9692955
Assam,2021,1,Chirang District,127192,321319197.07738817
Assam,2021,1,Cachar District,614703,1577581912.6812966
Assam,2021,1,Nalbari District,197323,506378435.7122495
Assam,2021,1,West Karbi Anglong District,41137,84887268.51304872
Assam,2021,1,Dhemaji District,231336,615209792.8336076
Assam,2021,1,Karimganj District,304173,916185934.3111196
Assam,2021,1,Bongaigaon District,321020,874996649.1810182
Assam,2021,1,Dima Hasao District,104846,283821933.22303617
Assam,2021,1,Baksa District,260583,764921383.8988845
Assam,2021,1,Charaideo District,138143,380869059.4350337
Assam,2021,1,Darrang District,259665,757825643.4042199
Assam,2021,1,Kamrup Metropolitan District,9400818,24003716533.697937
Assam,2021,1,Hailakandi District,189886,515905421.9034898
Assam,2021,1,Barpeta District,768249,2378951523.3799787
Assam,2021,1,Goalpara District,400249,1203600745.3463283
Assam,2021,1,Biswanath District,197774,446301042.8269607
Assam,2021,1,Jorhat District,388882,856404785.4295708
Assam,2021,2,Tinsukia District,606143,1318534292.5264628
Assam,2021,2,Lakhimpur District,361975,751021666.6941358
Assam,2021,2,Kamrup District,737877,1686926641.0395198
Assam,2021,2,Kokrajhar District,291109,760467202.4006457
Assam,2021,2,Karbi Anglong District,275847,664132421.6116567
Assam,2021,2,Sivasagar District,303100,635897961.4545786
Assam,2021,2,Dibrugarh District,870918,1976153977.7728927
Assam,2021,2,South Salmara Mancachar District,213176,702484951.4538276
Assam,2021,2,Nagaon District,928187,2446953429.3994994
Assam,2021,2,Dhubri District,528440,1316708576.7981756
Assam,2021,2,Golaghat District,382567,828266419.210104
Assam,2021,2,Udalguri District,229956,535712130.36414516
Assam,2021,2,Majuli District,44407,85365999.51292944
Assam,2021,2,Sonitpur District,848080,1929013770.5926275
Assam,2021,2,Hojai District,285880,717552682.8425927
Assam,2021,2,Marigaon District,452067,1213004303.8796182
Assam,2021,2,Chirang District,173228,416705187.85423946
Assam,2021,2,Cachar District,743120,1680050955.980187
Assam,2021,2,Nalbari District,265787,614926960.4062058
Assam,2021,2,West Karbi Anglong District,51169,93322156.33253612
Assam,2021,2,Dhemaji District,299375,707439590.8525485
Assam,2021,2,Karimganj District,376322,1008636324.5592346
Assam,2021,2,Bongaigaon District,445957,1107075859.5018854
Assam,2021,2,Dima Hasao District,127333,291445306.00893736
Assam,2021,2,Baksa District,333425,874733682.7849679
Assam,2021,2,Charaideo District,169721,406368639.266593
Assam,2021,2,Darrang District,373027,991719331.0625447
Assam,2021,2,Kamrup Metropolitan District,12113618,26948905679.328754
Assam,2021,2,Hailakandi District,258553,622102715.3474636
Assam,2021,2,Barpeta District,1094358,2927546915.4449625
Assam,2021,2,Goalpara District,544911,1475602701.2507868
Assam,2021,2,Biswanath District,255222,546335899.8896878
Assam,2021,2,Jorhat District,448050,911359043.2389444
Assam,2021,3,Tinsukia District,726497,1620117007.2069793
Assam,2021,3,Lakhimpur District,433255,930738036.1633754
Assam,2021,3,Kamrup District,957373,2112276358.4188256
Assam,2021,3,Kokrajhar District,366661,966061545.1374367
Assam,2021,3,Karbi Anglong District,338533,828250761.6786599
Assam,2021,3,Sivasagar District,350815,733449637.2748528
Assam,2021,3,Dibrugarh District,1116075,2517711536.27678
Assam,2021,3,South Salmara Mancachar District,245208,682772092.1272931
Assam,2021,3,Nagaon District,1156024,2903215135.7842274
Assam,2021,3,Dhubri District,668723,1682447560.536893
Assam,2021,3,Golaghat District,446587,965096814.5378057
Assam,2021,3,Udalguri District,291168,657660643.9182184
Assam,2021,3,Majuli District,51208,102034225.95327796
Assam,2021,3,Sonitpur District,1030160,2385666128.443201
Assam,2021,3,Hojai District,368350,874185464.7310762
Assam,2021,3,Marigaon District,554657,1470486045.6813893
Assam,2021,3,Chirang District,220676,528538770.5729964
Assam,2021,3,Cachar District,998685,2285248942.8809485
Assam,2021,3,Nalbari District,318284,722110352.781739
Assam,2021,3,West Karbi Anglong District,57137,112522665.53612569
Assam,2021,3,Dhemaji District,359737,848544237.4544444
Assam,2021,3,Karimganj District,524239,1393649226.0294735
Assam,2021,3,Bongaigaon District,548175,1331228200.2758412
Assam,2021,3,Dima Hasao District,149975,353350846.5920651
Assam,2021,3,Baksa District,418859,1074324607.6751742
Assam,2021,3,Charaideo District,201059,479392451.000507
Assam,2021,3,Darrang District,498938,1241235475.745712
Assam,2021,3,Kamrup Metropolitan District,16840668,36123082534.66112
Assam,2021,3,Hailakandi District,360281,801449299.0694864
Assam,2021,3,Barpeta District,1436928,3522432994.68204
Assam,2021,3,Goalpara District,650085,1747257315.9936597
Assam,2021,3,Biswanath District,288131,620203649.3743759
Assam,2021,3,Jorhat District,531290,1083758709.1114147
Assam,2021,4,Tinsukia District,924326,2099664801.0310597
Assam,2021,4,Lakhimpur District,560279,1263722648.4815915
Assam,2021,4,Kamrup District,1326629,2906827875.9780307
Assam,2021,4,Kokrajhar District,529425,1392051533.964034
Assam,2021,4,Karbi Anglong District,448701,1157896438.235495
Assam,2021,4,Sivasagar District,452511,991840782.996415
Assam,2021,4,Dibrugarh District,1489321,3247229901.080471
Assam,2021,4,South Salmara Mancachar District,314595,919174483.7722924
Assam,2021,4,Nagaon District,1599255,4181552742.898879
Assam,2021,4,Dhubri District,947815,2452971274.5289254
Assam,2021,4,Golaghat District,597064,1337575801.9516916
Assam,2021,4,Udalguri District,406086,917680978.0577191
Assam,2021,4,Majuli District,65312,129028300.4276244
Assam,2021,4,Sonitpur District,1437714,3119948215.7692075
Assam,2021,4,Hojai District,527676,1247022294.0951037
Assam,2021,4,Marigaon District,846244,2372441369.988904
Assam,2021,4,Chirang District,298090,751602013.9126096
Assam,2021,4,Cachar District,1424029,3288405319.0304804
Assam,2021,4,Nalbari District,437199,1015183560.9984299
Assam,2021,4,West Karbi Anglong District,72436,155335117.4559282
Assam,2021,4,Dhemaji District,450526,1098025411.0441427
Assam,2021,4,Karimganj District,719693,2011084236.7440817
Assam,2021,4,Bongaigaon District,760610,1900609318.3116775
Assam,2021,4,Dima Hasao District,188499,461001023.11421907
Assam,2021,4,Baksa District,575080,1530357403.5627034
Assam,2021,4,Charaideo District,255415,657528333.4175942
Assam,2021,4,Darrang District,772608,2012722511.547618
Assam,2021,4,Kamrup Metropolitan District,22903930,48177919267.3695
Assam,2021,4,Hailakandi District,494043,1131182051.5056129
Assam,2021,4,Barpeta District,2145496,5341626359.64399
Assam,2021,4,Goalpara District,920783,2590433257.901761
